19,2,1103,954,38,1892,3879,2.028e+05,108.4,13.62,4.687e+05,15.43,0.6585,85.34,31.43,82.32,46.35,48.45,2.522e+04,2114
20,2,1192,915,59,1.149e+04,2.514e+04,1.201e+06,275.8,13.43,2.776e+06,57.85,2.739,32.07,68.05,73.86,33.15,103.1,6.243e+04,3034
21,2,507,1864,13,2367,1.773e+04,2.72e+05,231.7,24.84,6.285e+05,33.45,1.317,18.44,33.23,36.18,11.54,74.59,5278,403.2
22,2,1311,1547,17,202,278,1.493e+04,29.01,11.72,3.451e+04,10.18,0.4267,10.77,22.85,18.45,14.73,64.21,2277,316.6
23,2,1537,1651,33,1390,2235,1.018e+05,82.25,12.51,2.352e+05,13.71,0.581,32.17,75.25,78.01,28.11,72.24,1.27e+04,1093
24,2,1398,529,35,2290,4432,5.39e+04,115.8,18.38,1.246e+05,8.244,0.2972,43.51,22.51,47.72,20.45,30.16,5260,433
25,2,999,817,42,2520,8904,1.673e+05,164.2,14.67,3.866e+05,25.71,1.106,21.97,40.45,45.14,14.91,89.39,8424,561.5
26,2,1165,393,57,2215,1.215e+04,1.664e+05,191.8,22.6,3.845e+05,45.53,1.874,13.93,41.41,34.84,20.48,217.5,4939,451
27,2,1234,1252,73,338,600,1.059e+05,42.62,11.11,2.447e+05,34.97,1.682,53.16,16.18,44.31,37.94,256.4,8094,636.1
28,2,1338,1596,18,147,214,9539,25.45,11.58,2.204e+04,11.7,0.4786,13.71,10.61,8.6,5.837,61.81,1280,182.2
29,2,577,1863,42,1.711e+04,9.951e+04,1.338e+06,548.8,21.15,3.093e+06,52.49,2.458,86.58,71.28,126.5,30.06,130.5,3.815e+04,2091
30,2,1357,441,37,4418,1.262e+04,1.499e+05,195.5,20.24,3.464e+05,15.19,0.6105,51.77,21.04,50.67,32.14,39.06,9851,719.7
31,2,1007,1056,37,318,961,2.77e+04,53.93,12.27,6.4e+04,13.63,0.5704,19.72,13.04,19.22,4.164,64.66,1924,218
32,2,998,1224,45,1422,2354,1.293e+05,84.41,11.39,2.987e+05,17.04,0.7198,25.75,48.45,54.64,21.64,61.54,1.142e+04,657
33,2,1460,1987,61,406,871,1.384e+04,51.35,14.57,3.199e+04,6.911,0.2847,18.8,10.99,15.36,1.643,26.57,1367,185.2
34,2,1444,1895,57,778,1644,3.808e+04,70.54,12.99,8.8e+04,10.17,0.4066,18.92,24.9,30.56,7.281,41.59,3958,379.3
35,2,767,972,51,557,846,2.166e+04,50.6,13.27,5.006e+04,8.561,0.3529,12.93,32.98,28.58,11.69,48.46,2223,274.8
36,2,576,1488,40,3256,7168,8.752e+04,147.3,14.95,2.023e+05,17.78,0.8713,24.38,69.7,64.65,36.84,117,8656,836.2
37,2,1124,1307,63,101,102,5.553e+04,17.57,9.668,1.283e+05,18.96,0.8385,46.32,15.05,39.14,8.008,126.9,5831,561.5
38,2,1376,1454,45,60,60,2.773e+04,13.48,9.489,6.409e+04,17.15,0.738,21.23,12.81,20.2,8.621,107.3,2827,289.7
39,2,928,1754,41,754,856,4.117e+04,50.9,11.85,9.515e+04,14.06,0.6618,13.11,36.07,30.64,14.89,73.74,6560,663
40,2,1151,1655,17,94,94,8216,16.87,9.935,1.899e+04,5.085,0.1688,11.33,20.78,17.66,10.55,27.85,1518,235.9
41,2,1458,1742,25,151,260,1.333e+04,28.05,10.22,3.081e+04,8.548,0.3485,12.74,15.91,15.01,5.729,41.22,1585,197.1
42,2,1419,754,35,685,1359,4.594e+04,64.14,11.3,1.062e+05,10.5,0.4754,29.16,22.02,37.24,12.35,44.8,5142,543.5
43,2,994,910,43,167,277,2.016e+04,28.96,10.74,4.659e+04,14.08,0.6647,12.79,10.65,7.068,6.389,34.83,2350,295.7
44,2,1440,452,38,2036,4190,4.803e+04,112.6,15.9,1.11e+05,10.42,0.4628,22.68,15.89,25.34,8.376,28.72,4540,519.6
45,2,1015,1512,47,113,113,1.682e+04,18.49,9.453,3.888e+04,5.156,0.1842,20.23,26.8,33.51,13.98,26.54,4270,409.1
46,2,1207,1267,51,0,0,2.127e+04,0,8.668,4.915e+04,13.86,0.6151,41.71,13.92,34.98,31.3,158.4,2673,379.3
47,2,1175,479,37,1712,3961,4.208e+04,109.5,15.29,9.725e+04,15.74,0.7356,11.94,27.77,23.79,12.81,70.16,3817,436
48,2,556,1384,29,1265,3227,3.866e+04,98.83,13.42,8.934e+04,17.47,0.8123,16.56,24.13,27.3,10.82,108,3304,400.2
49,2,1027,1372,55,12,12,8.288e+04,6.027,8.868,1.915e+05,17.62,0.8352,42.66,52.23,74.68,17.6,140.1,1.233e+04,1111
50,2,1488,712,38,972,1269,4.246e+04,61.98,11.36,9.812e+04,12.17,0.543,32.95,24.43,42.62,13.03,74.46,4867,456.9
51,2,1309,1032,65,9,9,3.345e+04,5.219,8.851,7.73e+04,19.57,0.9686,45.73,11.08,32.06,21.09,184,6522,794.4
