ncl,cltype,maxpix x,maxpix y,maxpix v,ra dec,SGMC,Npix,Nvox,lumco,errlumco,COmax,mlumco,errmlumco,line_ratio,alphaco,meansigv,errsigv,a,b,R,errR,area,perim,density,densityerr,pressure,pressure_err,alphavir,erralphavir
122,1,606,1719,44,12h01m54.335s -18d53m11.1866s,1,3388,6817,7.545e+05,41.01,3.4786625,2.164e+07,2.164e+06,26.36363636,0.8,21.32,0.8647,31.6,75.63,77.49,16.83,3.57e+04,2362,1147,115.1,1.239e+07,8.228e+06,1.885,0.4758
123,1,606,1719,44,12h01m54.335s -18d53m11.1866s,1,3368,6753,7.06e+05,40.83,3.4786625,2.025e+07,2.025e+06,26.36363636,0.8,21.14,0.8466,31.88,75.71,77.89,22.95,3.302e+04,221,1063,106.9,1.123e+07,1.003e+07,1.991,0.6395
124,2,1131,407,38,12h01m55.6292s -18d53m11.2705s,345,1564,5723,2.844e+05,37.84,8.302967,5.255e+06,5.255e+05,16.98113208,0.8,12.67,0.4211,27.65,14.91,27.91,6.593,3525,364.3,2147,221.5,2.273e+07,1.634e+07,0.9869,0.2615
125,0,1531,705,39,12h01m55.3353s -18d53m11.2565s,345,72,72,4.401e+04,11.86,2.3809426,8.131e+05,8.131e+04,16.98113208,0.8,12.26,0.6169,36.49,16.19,35.36,17.66,4861,456.9,207,22.48,1.62e+06,2.439e+06,7.569,3.93
126,1,1190,988,63,12h01m55.0561s -18d53m10.9206s,345,155,218,8.874e+05,13.19,2.1821516,2.414e+07,2.414e+06,25,0.8,59.52,4.095,25.49,132.9,92.97,72.18,5.368e+04,3288,889,91.65,6.24e+07,1.457e+08,15.8,12.56
127,1,1190,988,63,12h01m55.0561s -18d53m10.9206s,345,155,216,8.216e+05,13.18,2.1821516,2.235e+07,2.235e+06,25,0.8,59.26,4.025,25.24,132.3,92.25,76.79,4.818e+04,2948,835.8,86.59,5.861e+07,1.467e+08,16.79,14.26
128,1,1190,988,63,12h01m55.0561s -18d53m10.9206s,345,96,145,4.859e+05,12.55,2.1821516,1.322e+07,1.322e+06,25,0.8,59.51,4.138,24.17,130.1,89.45,92.3,3.114e+04,2067,525.8,55.64,3.835e+07,1.189e+08,27.76,29.03
129,1,1155,835,52,12h01m55.207s -18d53m11.0745s,345,,,3.708e+05,11.15,1.8851522,1.009e+07,1.009e+06,25,0.8,50.26,2.448,26.43,81.55,73.39,14.26,2.491e+04,1502,596.2,59.8,3.781e+07,2.267e+07,21.29,5.095
130,1,1155,835,52,12h01m55.207s -18d53m11.0745s,345,,,3.406e+05,11.15,1.8851522,9.265e+06,9.265e+05,25,0.8,50.16,2.483,25.59,83.82,73.19,38.63,2.347e+04,1445,550.6,56.33,3.486e+07,5.543e+07,23.01,12.57
131,2,1178,901,39,12h01m55.1419s -18d53m11.2566s,345,,,5.454e+04,11.15,1.7784996,1.484e+06,1.484e+05,25,0.8,13.12,0.5589,37.8,28.1,49.96,14.63,7478,710.8,189.2,19.21,1.2e+06,1.066e+06,6.712,2.155
