ncl,cltype,maxpix x,maxpix y,maxpix v,SGMC,Npix,Nvox,lumco,errlumco,COmax,mlumco,errmlumco,line_ratio,alphaco,meansigv,errsigv,a,b,R,errR,area,perim,density,densityerr,pressure,pressure_err,alphavir,erralphavir
131,2,1118,516,35,345,1476,2777,4.125e+05,92.36,16.67,4.548e+05,4.548e+04,1.06,0.8,12.28,0.568,26.23,10.42,20.3,17.99,3291,442,351.2,57.86,4.807e+06,1.28e+07,7.8,6.993
132,2,1398,529,35,345,1922,3562,4.977e+05,104.4,18.38,5.486e+05,5.486e+04,1.06,0.8,6.802,0.2567,41.47,21.6,45.35,18.32,4286,400.2,84.9,8.787,1.595e+05,1.944e+05,4.43,1.874
133,1,999,817,42,345,2510,8874,1.347e+06,164.3,14.67,1.485e+06,1.485e+05,1.06,0.8,24.21,1.074,18.67,36.93,38.87,21.27,6709,549.5,312.8,33.96,8.685e+06,1.43e+07,17.76,10
134,2,1252,1393,35,2,110,110,2.191e+04,21.38,10.57,2.37e+04,2370,1.04,0.8,5.116,0.1746,11.32,6.508,nan,2.562,454.9,104.5,nan,nan,nan,nan,nan,nan
135,1,624,1657,39,1,1.462e+04,5.566e+04,7.808e+06,410.6,21.15,8.932e+06,8.932e+05,1.1,0.8,26.12,1.194,34.2,78.82,82.54,27.95,3.555e+04,2320,417.3,42.05,6.356e+06,6.514e+06,7.304,2.664
136,1,624,1657,39,1,1.398e+04,5.319e+04,7.428e+06,401.4,21.15,8.498e+06,8.498e+05,1.1,0.8,26.06,1.18,34.04,78.94,82.41,27.06,3.327e+04,2201,398.3,40.12,6.046e+06,6.013e+06,7.626,2.708
137,2,1509,1683,34,1,79,79,2.44e+04,19.06,9.61,2.792e+04,2792,1.1,0.8,nan,nan,11.89,15.85,13.69,7.036,597.6,116.5,47.41,7.141,nan,nan,nan,nan
138,2,1136,407,38,345,1581,5887,1.642e+06,134,33.54,1.811e+06,1.811e+05,1.06,0.8,13.92,0.6293,28.54,17.6,31.89,7.94,3525,364.3,566.6,58.19,6.345e+06,4.815e+06,3.955,1.12
139,2,1440,452,38,345,1106,2277,3.165e+05,83.76,15.9,3.489e+05,3.489e+04,1.06,0.8,8.777,0.3969,18.73,13.79,19.29,8.302,2466,349.4,298.4,35.9,2.195e+06,2.849e+06,4.933,2.225
140,2,999,817,42,345,1314,4188,5.049e+05,113.1,14.67,5.566e+05,5.566e+04,1.06,0.8,19.49,0.9459,15.12,26.94,27.67,15.14,2930,286.7,231.4,26.9,5.847e+06,9.631e+06,21.86,12.34
141,1,1192,915,59,345,1.008e+04,2.246e+04,7.874e+06,261,13.43,8.516e+06,8.516e+05,1.04,0.8,57.98,2.763,28.39,64.44,67.26,30.5,4.22e+04,2664,599.1,61.13,5.516e+07,7.541e+07,30.75,14.58
142,1,1192,915,59,345,7646,1.831e+04,5.727e+06,235.7,13.43,6.195e+06,6.195e+05,1.04,0.8,58.07,2.786,27.68,65.12,66.72,30.74,2.91e+04,1756,442.9,45.23,4.123e+07,5.726e+07,42.06,20.23
143,1,1192,915,59,345,7217,1.756e+04,4.781e+06,230.8,13.43,5.171e+06,5.171e+05,1.04,0.8,52.67,2.502,28.82,65.48,68.37,34.71,2.505e+04,1445,352.1,36.07,2.632e+07,4.024e+07,42.49,22.35
144,1,1192,915,59,345,7994,1.873e+04,6.042e+06,238.4,13.43,6.535e+06,6.535e+05,1.04,0.8,58.04,2.78,26.91,64.7,65.51,20.55,3.14e+04,1947,484.7,48.97,4.592e+07,4.368e+07,39.11,13.41
145,1,1192,915,59,345,6891,1.668e+04,4.393e+06,225,13.43,4.751e+06,4.751e+05,1.04,0.8,52.71,2.511,27.82,65.26,66.99,15.48,2.359e+04,1398,337,33.88,2.575e+07,1.82e+07,45.37,12.22
146,1,1181,907,37,345,1844,3053,8.001e+05,96.77,13.03,8.654e+05,8.654e+04,1.04,0.8,15.7,0.7204,28.54,39.43,51.61,12.82,7565,677.9,103.4,10.45,9.096e+05,6.89e+05,17.03,4.819
147,1,1192,915,59,345,6746,1.617e+04,4.069e+06,221.5,13.43,4.401e+06,4.401e+05,1.04,0.8,52.73,2.514,29.32,67.73,70.26,21.57,2.291e+04,1433,283.8,28.62,2.068e+07,1.926e+07,51.4,17.3
148,2,1103,954,38,345,891,2220,5.18e+05,82.73,13.62,5.603e+05,5.603e+04,1.04,0.8,10.43,0.4681,30.35,14.54,29.26,13.5,4170,394.2,208.4,23.05,1.427e+06,1.985e+06,6.578,3.161
149,1,1103,954,38,345,1613,3517,1.159e+06,103.8,13.62,1.253e+06,1.253e+05,1.04,0.8,12.07,0.5257,53.11,36.21,69.07,21.52,1.066e+04,1006,83.63,8.439,3.249e+05,3.067e+05,9.296,3.148
150,1,624,1657,39,1,9869,3.671e+04,5.308e+06,333.5,21.15,6.073e+06,6.073e+05,1.1,0.8,24.19,1.07,30.38,76.36,76.29,26.67,2.201e+04,1663,332.1,33.53,4.695e+06,4.963e+06,8.517,3.187
151,1,624,1657,39,1,8452,2.945e+04,4.426e+06,298.8,21.15,5.064e+06,5.064e+05,1.1,0.8,22.63,1.038,29.35,77.51,75.51,46.35,1.885e+04,1595,282.7,29.1,3.533e+06,6.523e+06,8.848,5.562
152,2,1488,712,38,345,943,1240,2.026e+05,62.27,11.36,2.233e+05,2.233e+04,1.06,0.8,10.41,0.4529,24.71,10.66,19.65,13.14,3106,433,184.1,26.32,1.871e+06,3.762e+06,11.04,7.528
153,2,1193,838,38,345,310,381,1.359e+05,35.74,10.38,1.47e+05,1.47e+04,1.04,0.8,10.5,0.478,13.66,37.16,32.11,9.692,2156,325.5,45.37,4.714,2.87e+05,2.627e+05,27.91,9.229
154,2,1181,907,37,345,1323,2370,3.618e+05,85.43,13.03,3.913e+05,3.913e+04,1.04,0.8,8.718,0.3866,14.58,21.01,22.35,4.401,3815,400.2,249.5,25.8,1.563e+06,9.468e+05,5.026,1.196
155,2,1120,978,38,345,722,1297,6.373e+05,63.64,11.7,6.894e+05,6.894e+04,1.04,0.8,10.49,0.4807,26.09,53.46,58.09,18.67,6453,612.2,65.03,6.592,2.27e+05,2.21e+05,10.74,3.748
156,2,1199,1034,39,2,270,353,2.996e+05,34.54,10.97,3.241e+05,3.241e+04,1.04,0.8,12.17,0.5466,20.97,48.34,48.66,23.18,4451,534.6,43.57,4.54,2.444e+05,3.508e+05,25.78,12.76
