ncl,vlsr,tmax,s/n,R,R error,vel disp,vel disp error,LCO,LCO error,Mvir,Mvir error,Mlum,alphavir,pa,Reg,Flag,
939,-43.5,3.6,8.5,41,35,7.6,4.6,170000,230000,2470000,4530000,806285.5601,3.41,22,0.7,CR,0
940,-42.7,5,12.7,41,29,8.5,5.8,440000,490000,3080000,4360000,2163001.415,1.59,64,0.8,CR,0
941,-43.3,3.2,7.1,33,43,6,3.5,170000,200000,1230000,2420000,835920,1.65,140,0.9,CR,0
942,-41.9,6.2,15.3,56,51,15.9,13,390000,1050000,14690000,26540000,1882782.928,8.73,142,0.4,CR,0
943,-47.5,2.6,5.9,39,22,5.9,3.8,220000,190000,1390000,2110000,1064974.318,1.48,43,0.9,CR,0
944,-44.3,4.3,10.5,32,0,3.7,2.3,140000,120000,460000,570000,696727.2329,0.73,61,0.6,CR,1
945,-36,4.9,11.4,32,0,10.2,8.9,360000,510000,3430000,5970000,1764974.466,2.19,152,0.2,CR,1
946,-33.4,1.8,4.3,32,0,12.2,7.2,70000,100000,4900000,5800000,322996.7103,17.12,179,0.3,CR,1
947,-37.2,4.6,11.6,49,24,11.1,5.7,310000,260000,6290000,8990000,1504140.277,4.66,159,0.4,CR,0
948,-36.2,1.8,4.2,49,28,3.3,3.4,110000,110000,560000,1110000,548248.8584,1.13,163,0.8,CR,0
949,-34.1,4.4,11.3,59,26,4.1,4.1,320000,240000,1040000,2130000,1515089.724,0.76,51,0.3,CR,0
950,-33.9,5.3,13.1,59,48,3.4,3.9,260000,500000,710000,1610000,1298112.197,0.61,122,0.5,CR,0
951,-30.4,6.8,16.6,82,55,10.8,11.4,970000,560000,9900000,25090000,4765820.292,2.33,162,0.5,CR,0
952,-23.7,4.2,10.4,93,23,12.4,2.3,790000,290000,14900000,8000000,3816535.283,4.35,79,0.4,CR,0
953,-27.7,4.1,11,22,18,9.7,6.7,160000,260000,2110000,3770000,780274.9286,3.08,44,0.6,CR,0
954,-26.2,5.8,14.9,78,22,7.6,3,860000,580000,4610000,3910000,4252544.78,1.23,162,0.8,CR,0
955,-23.3,3.1,8,45,16,16.1,5.2,620000,290000,12000000,11260000,3029625.604,4.47,10,0.6,CR,0
956,-26.3,2.3,5.5,18,24,5.6,6.4,100000,100000,570000,1610000,508032,1.29,144,1,CR,0
957,-25.6,1.6,3.9,34,22,7.3,6.3,70000,50000,1930000,3320000,311639.92,6.75,58,0.6,CR,0
958,-24.4,3.5,8.8,37,21,2.8,2.5,80000,70000,300000,580000,405762.506,0.83,120,0.7,CR,0
959,-22.8,2.6,6.7,60,23,2,3.2,70000,70000,250000,790000,357230.7692,0.78,128,0.6,CR,0
960,-10.1,3.3,7.7,24,14,18.8,12.5,380000,450000,8880000,16070000,1827133.981,5.39,129,0.5,CR,0
961,-22.5,1.8,4.5,32,0,2.1,0,30000,20000,150000,0,146286,1.12,4,0.4,CR,1
962,-23.9,3.7,8.9,48,45,5.5,7.2,180000,60000,1490000,4450000,873456.9948,1.93,177,2.2,CR,0
963,-20.9,2,5,32,0,4.2,3.3,40000,40000,570000,910000,204800.4,3.2,159,0.7,CR,1
964,-10.8,4.9,12.5,32,0,9.9,4.6,360000,180000,3260000,3040000,1759066.435,2.07,98,0.5,CR,1
965,-12.8,1.8,3.8,32,0,4.8,5.6,20000,20000,750000,1760000,100822.3887,8.49,158,0.3,CR,1
966,-6.1,2,5.4,32,0,6.1,4.5,160000,180000,1230000,1830000,799090.1272,1.73,140,0.9,CR,1
967,8,1.6,3.9,32,0,20.5,10.6,160000,60000,13860000,14370000,779098.2036,20.04,106,0.6,CR,1
968,3.4,3,7,47,32,6.9,6,160000,230000,2310000,4920000,764098.4912,3.4,132,0.6,CR,0
969,2.8,4,9.7,43,29,4.2,3.1,150000,120000,780000,1520000,765775.4087,1.15,101,0.6,CR,0
970,14.4,6.3,14.6,28,19,5.3,3.6,440000,280000,820000,1160000,2174166,0.42,18,0.8,CR,0
971,14.5,2.8,6.5,57,34,11.7,7,160000,170000,8070000,13450000,765762.4286,11.83,87,0.8,CR,0
972,23.6,4.4,10.9,50,37,7.4,4.1,230000,190000,2860000,4130000,1107602.091,2.87,127,0.4,CR,0
973,31.5,4.6,11.3,31,17,20.1,11.6,410000,400000,13110000,18050000,1970287.793,7.38,168,0.4,CR,0
974,30.4,1.9,4.5,32,0,2.1,2.1,40000,40000,150000,290000,218453.76,0.75,160,0.3,CR,1
975,74.3,3.5,9.4,19,26,10.7,8.1,120000,50000,2300000,5770000,564996.6242,4.47,95,1,CR,0
976,68.4,1.5,3.7,32,0,5.8,6.2,40000,40000,1100000,2380000,186258.313,6.71,38,0.8,CR,1
977,94.6,1.6,5.9,32,0,5.8,3.5,50000,60000,1100000,1320000,259832.2827,4.81,25,0.7,CR,1
978,104.2,2.5,9,22,37,16.1,16,150000,230000,5870000,19820000,736456.2647,8.99,89,1.2,CR,0
979,-59.6,2.2,5.4,32,0,5.3,2.6,50000,10000,940000,900000,247298.5024,4.22,24,0.9,CR,1
980,-17.2,2.1,5,32,0,4.3,2,70000,20000,610000,570000,333466.2524,2.06,32,0.4,CR,1
981,41,2,4.6,32,0,3.3,2.1,40000,20000,360000,460000,216355.7647,1.87,14,0.9,CR,1
982,71,1.9,5.5,32,0,2.8,1.4,60000,10000,270000,270000,269696,1.08,99,0.4,CR,1
983,-104.4,2.1,6.5,32,0,7.4,2.3,80000,20000,1790000,1140000,413504.7805,4.92,160,0.5,CR,1
984,-97.9,1.5,4.8,32,0,4.9,5,20000,10000,780000,1610000,97382.04367,9.16,84,0.4,CR,1
985,-77.2,10.7,28.5,39,41,11,18.2,540000,460000,4880000,15700000,2621415.789,2.09,176,0.4,CR,0
986,-66,16.5,38.6,50,15,7.2,3.3,1240000,1420000,2650000,2230000,6141453.061,0.49,160,0.4,CR,0
987,-62.1,1.6,4,32,0,5.5,5.2,20000,20000,1010000,1900000,98583.15789,11.4,6,1,CR,1
988,-59.5,3.2,7.8,55,20,5.5,2.3,280000,260000,1710000,1810000,1379724.107,1.4,34,0.4,CR,0
989,-49.2,11.6,26.1,57,16,7.7,2.9,2130000,850000,3530000,2330000,10325353.5,0.38,138,0.5,CR,0
990,-52.5,9.3,22.8,34,30,9.8,5.9,700000,990000,3360000,4810000,3446439.055,1.1,7,0.7,CR,0
991,-54.7,5,12.1,32,0,5.2,10.2,210000,110000,890000,3470000,1057463.242,0.95,172,0.4,CR,1
992,-56.4,2.4,5.8,49,50,9.4,8.5,270000,310000,4500000,10410000,1298892,3.87,139,1,CR,0
993,-56.1,1.8,4.4,32,0,3.6,3.5,60000,40000,420000,820000,283229.3647,1.7,8,0.3,CR,1
994,-43.9,8.6,20.1,91,19,13.6,4.1,2210000,1220000,17410000,10950000,10796248.04,1.81,161,0.6,CR,0
995,-48.7,2.1,4.6,11,17,4.2,3.4,70000,60000,210000,430000,312889.5,0.72,145,0.9,CR,0
996,-45.7,5.8,13.6,36,10,5.8,1.5,480000,90000,1280000,530000,2267770.065,0.62,67,0.7,IA,0
997,-40.1,6.6,16.8,45,39,9.2,11.2,240000,400000,3930000,11130000,1169845.714,3.78,141,0.5,CR,0
998,-39.6,4.5,9.8,44,50,6.2,9.2,260000,560000,1780000,4550000,1266883.2,1.55,61,1,CR,0
999,-31.7,13.2,33.5,90,17,7.3,1.4,3940000,840000,5020000,2030000,19200938.28,0.29,29,0.6,CR,0
1000,-31.8,7.2,16.5,32,0,9.3,12,120000,200000,2820000,7330000,573799.3714,5.6,139,0.3,CR,1
1001,-31.2,5.6,14.1,67,54,12.1,14.3,500000,1000000,10310000,26790000,2397640.983,4.75,29,0.5,CR,0
1002,-30.9,3.7,8.9,61,32,4.5,5.2,390000,400000,1260000,2860000,1912167,0.75,10,0.3,CR,0
1003,-37.5,2,5.4,32,0,6.7,3.2,80000,30000,1480000,1420000,368971.9646,4.52,31,0.5,CR,1
1004,-24.9,10.4,27.2,52,21,6.7,4,1610000,860000,2420000,3030000,7743140.229,0.35,16,0.4,CR,0
1005,-25.7,5.4,13.5,77,54,5.4,10.9,530000,1450000,2310000,8970000,2581006.455,1.01,153,0.8,CR,0
1006,-34.5,2,4.8,33,13,5.6,3,200000,90000,1070000,1170000,976825.7561,1.23,136,0.7,CR,0
1007,-28.2,2.6,6.1,22,18,3.7,3.5,60000,80000,320000,740000,277515.8571,1.26,173,0.7,CR,0
1008,-26.6,3.1,8.2,67,33,10.6,8.3,590000,780000,7820000,14110000,2875048.461,3.04,20,0.1,SA,0
1009,-24.5,2,5.3,32,0,4.6,5.6,20000,30000,680000,1680000,123412.2951,6.37,28,1.1,CR,1
1010,-20.5,3.1,7.5,32,0,2.4,1.4,50000,10000,200000,230000,216157.0909,0.99,9,0.8,CR,1
1011,-21.1,5,13.5,31,31,8.3,5.6,350000,470000,2250000,4990000,1709944.821,1.45,143,0.6,CR,0
1012,-23.2,7,17.9,55,26,7.1,5.7,850000,1240000,2890000,4400000,4126834.038,0.78,178,0.3,CR,0
1013,-21.9,7.6,17.5,45,25,8,5.5,400000,590000,2960000,5360000,1978508.876,1.69,162,0.4,CR,0
1014,-21.2,2.8,7.7,32,0,9.5,6.8,100000,100000,3000000,4300000,493809.7202,6.79,9,0.4,CR,1
1015,-13,3.8,9.7,41,69,8.3,13,220000,500000,2920000,10430000,1071644.735,3.06,144,0.9,CR,0
1016,-15.8,7.7,19.1,60,32,5.6,2.7,1170000,1110000,1960000,2390000,5748783.158,0.38,126,0.5,CR,0
1017,-16.7,2.7,6.9,62,23,12.9,6.1,290000,140000,10610000,13540000,1446681.717,8.28,69,0.8,SA,0
1018,-9.5,6.4,17.6,53,53,13.9,9.6,1040000,1510000,10530000,17680000,5102485.378,2.33,1,0.3,CR,0
1019,-12.2,5.2,14.5,32,0,7.9,6.2,200000,200000,2030000,3200000,990878.7692,2.34,37,0.8,CR,1
1020,-13.7,5.1,13,32,0,9.1,7.1,260000,240000,2720000,4280000,1271304.595,2.42,48,0.4,CR,1
1021,-13,2.2,5.6,32,0,7,4.9,80000,90000,1620000,2270000,373042.623,4.88,29,0.5,CR,1
1022,-6.3,5,12.6,39,38,5.4,3.3,560000,720000,1150000,2290000,2809224.766,0.47,129,0.6,CR,0
1023,-6.4,2.8,7.5,30,30,7.4,5.9,210000,130000,1740000,3150000,1003837.263,1.9,119,0.6,CR,0
1024,-7.4,4.4,12,45,38,5.2,6.3,220000,150000,1270000,3950000,1086696,1.3,138,0.4,CR,0
1025,-1.4,1.8,4.6,32,0,8.9,11.2,90000,50000,2620000,6580000,429607.2876,6.85,106,0.2,CR,1
1026,-4,7.4,19.4,50,28,11.3,6.8,1220000,1150000,6620000,9440000,5929923.6,1.25,66,0.5,CR,0
1027,-1.6,4.5,12.1,47,21,7.4,3.1,520000,370000,2680000,2410000,2510999.092,1.19,111,0.5,CR,0
1028,-5.2,3.3,8.4,50,45,3.9,6.8,130000,160000,780000,2540000,644482.1168,1.37,24,1.2,CR,0
1029,5,2.5,5.5,32,0,1.8,1.2,40000,30000,100000,130000,218859.0545,0.55,169,0.8,CR,1
1030,8,6.6,15.8,42,21,12.1,8.4,970000,620000,6430000,8090000,4666172.824,1.53,143,0.7,CR,0
1031,5.8,6.2,14.5,32,0,7.5,3.7,320000,380000,1850000,1820000,1548000,1.35,125,0.2,CR,1
1032,9.7,6.2,15.7,55,22,6.4,2.8,660000,360000,2310000,1990000,3269376,0.8,30,0.4,CR,0
1033,19.8,2.5,6.3,32,0,2.2,2.5,20000,10000,160000,360000,99345.67956,1.81,5,0.7,CR,1
1034,32.9,2.8,6.9,64,15,14.2,3.7,410000,90000,13240000,8620000,2019226.221,7.42,79,0.8,CR,0
1035,46.8,1.8,4.4,20,24,4.9,3.4,100000,100000,500000,1110000,476506.1538,1.17,104,0.7,CR,0
1036,-99.8,1.5,5,32,0,2.1,1.5,40000,20000,150000,200000,178087.3043,0.92,19,0.4,CR,1
1037,-53.9,1.8,4.6,32,0,3.4,3,20000,20000,370000,670000,105522.6339,4.07,155,0.6,IA,1
1038,-34.9,3.3,8.1,15,14,4.4,4.7,180000,270000,310000,720000,864498.4615,0.39,159,0.6,IA,0
1039,-30.8,2.9,7.4,32,0,2.5,3.7,100000,50000,210000,610000,494042.5532,0.47,143,0.3,IA,1
1040,-27.5,2.9,7.3,56,46,2.1,0,110000,290000,260000,210000,521310.1091,0.55,157,0.5,IA,1
1041,-12.4,1.7,4.6,42,13,5.9,2,140000,40000,1530000,1200000,670911.1542,2.53,166,0.3,IA,0
1042,-49.8,2.8,6.5,32,0,3.9,1.9,130000,30000,510000,510000,642138.5455,0.88,70,0.5,CR,1
1043,-46.2,2.1,5.3,32,0,5.7,4.3,80000,70000,1080000,1630000,383196.3429,3.15,154,0.8,IA,1
1044,-38.2,3,7.5,62,16,7,3,320000,120000,3110000,2620000,1595980.995,2.21,4,1,IA,0
1045,-28.7,4.5,11.7,80,16,6.5,1.2,780000,140000,3530000,1390000,3737314.286,1.05,148,0.5,IA,0
1046,-34.5,1.8,4.5,20,17,7.7,6.5,50000,50000,1250000,2990000,234135,5.88,34,0.7,IA,0
1047,-35.7,2.2,5.1,39,28,3.5,4.1,70000,70000,490000,1160000,362527.9412,1.53,149,0.6,IA,0
1048,-35.9,3.2,7.9,96,17,4.7,1.9,600000,100000,2230000,1960000,2896544.753,0.85,140,0.5,IA,0
1049,-28.1,2.5,6.7,32,0,6.7,2.6,90000,20000,1500000,1160000,443551.4043,3.76,178,0.8,IA,1
1050,-30.2,2.5,6.2,54,42,9.3,9.5,120000,150000,4920000,9330000,575016.3372,9.43,155,0.9,IA,0
1051,-16.9,1.5,3.9,32,0,5.2,3.6,70000,60000,890000,1230000,366638.7153,2.74,107,0.6,IA,1
1052,-18.6,2.7,6.8,63,13,4.8,1.1,230000,40000,1490000,880000,1138658.595,1.48,126,0.6,IA,0
1053,-34.6,2.1,5.3,60,18,7.7,1.8,220000,80000,3710000,2310000,1059010.615,3.9,76,0.9,IA,0
1054,-24.7,2.1,5.2,32,0,2.8,1.6,30000,20000,250000,300000,166440.96,1.75,119,0.8,IA,1
1055,-19.1,1.6,4,32,0,3.7,2.7,100000,50000,460000,670000,462373.5273,1.1,143,0.3,IA,1
1056,-5.3,2.2,5.4,32,0,10.1,6.6,60000,80000,3380000,4430000,301022.6783,12.59,153,0.3,SA,1
1057,2.5,2.8,6.9,26,14,11.5,3.6,240000,80000,3580000,3080000,1163877.114,3.43,74,0.9,CR,0
1058,-3.1,2.6,6.8,32,0,7.1,6,120000,70000,1650000,2780000,570985.4634,3.28,132,0.5,CR,1
1059,5.6,3.1,7.6,77,28,10.7,3.1,340000,150000,9170000,7580000,1672395.838,6.12,138,0.4,SA,0
1060,16.6,1.9,5,47,28,4.9,4.1,150000,60000,1150000,1870000,727863.15,1.8,178,0.4,CR,0
1061,22.7,1.8,4.4,32,0,8.1,6.3,30000,30000,2140000,3340000,154764.6171,15.75,69,0.5,CR,1
1062,12.6,2,4.7,49,10,9.1,3.8,210000,60000,4200000,4110000,1026356.882,4.59,100,0.5,IA,0
1063,39.9,1.8,4.6,19,12,6.9,1.9,110000,40000,930000,670000,527753.2613,1.99,20,0.7,IA,0
1064,89.6,1.3,4.3,32,0,2.6,2.3,30000,10000,220000,390000,128793.6,1.95,149,1.1,IA,1
1065,125.3,1.5,5.7,32,0,2.4,1.9,40000,20000,190000,290000,209799.5294,1.02,128,0.6,CR,1
1066,-55.5,3.1,7.3,32,0,5.7,4.9,140000,60000,1060000,1820000,674339.933,1.79,174,0.6,SA,1
1067,-56.5,1.9,4.8,32,0,6.4,8.5,60000,110000,1360000,3580000,290964.8031,5.23,117,0.4,SA,1
1068,-54,5.3,11.4,61,20,4.7,3.6,680000,570000,1390000,2310000,3328587,0.47,120,0.6,SA,0
1069,-54,5.6,12.9,64,23,6.5,4.5,910000,730000,2780000,4140000,4484777.143,0.7,154,0.3,SA,0
1070,-37.5,2.3,5.1,56,13,5.2,1.8,190000,60000,1550000,1140000,940124.4064,1.87,117,0.7,SA,0
1071,-29.2,3.5,8.2,55,20,2.9,2.2,310000,120000,490000,780000,1491723.75,0.36,162,0.6,IA,0
1072,-25.3,5.2,10.5,32,18,8.2,4.5,410000,300000,2280000,2540000,1951641,1.28,172,0.5,SA,0
1073,-18.3,1.9,4.5,32,0,3.5,4.9,50000,20000,400000,1130000,257125.4237,1.77,64,0.8,IA,1
1074,-22.2,2.3,5.9,32,0,7.1,3.4,80000,20000,1670000,1580000,375317.0982,4.99,93,0.9,SA,1
1075,-24.1,5.2,12.4,112,19,3.8,1.5,1130000,260000,1660000,1480000,5522535.529,0.34,123,0.3,SA,0
1076,-23.1,3.5,8.5,32,0,2.8,6.2,210000,450000,260000,1150000,1004385.103,0.29,144,0.2,SA,1
1077,-20.4,2.3,5.8,77,13,6.6,1.6,300000,60000,3440000,1800000,1475050.5,2.64,165,0.4,SA,0
1078,-11.2,4.3,10.5,74,22,7.3,2,1060000,310000,4070000,2590000,5202678.477,0.88,128,0.2,IA,0
1079,-9.4,2.1,4.8,57,31,7.6,5.5,120000,90000,3440000,6010000,585357.3538,6.53,68,0.7,IA,0
1080,1.3,2.5,6.6,32,0,1.1,2.4,50000,40000,40000,170000,249744,0.18,108,0.3,IA,1
1081,-93,2.5,7.4,32,0,4.3,1.8,60000,10000,600000,500000,292315.0979,2.35,123,0.7,IA,1
1082,-63.6,2.5,6.1,25,10,6.1,1.8,140000,30000,990000,780000,683557.1203,1.58,6,0.8,SA,0
1083,-33.5,2.3,6.1,32,0,4.6,2.5,70000,20000,710000,760000,324849.719,2.42,166,0.4,IA,1
1084,-19.7,1.6,4.2,32,0,4.3,4.3,70000,50000,600000,1200000,345196.2211,1.99,84,0.7,IA,1
1085,-11.1,2.4,5.7,49,28,6.8,3.3,250000,110000,2370000,2220000,1201163.178,2.19,101,0.5,IA,0
1086,0.4,2.3,5.7,32,0,5.7,3.4,50000,10000,1090000,1280000,238080.568,5.07,67,0.8,IA,1
1087,-35.3,1.4,3.7,32,0,4.5,3.1,50000,50000,670000,910000,236581.1321,3.18,163,0.6,IA,1
1088,-23.1,1.7,4.6,32,0,4.6,6.1,40000,20000,710000,1880000,184973.2518,4.25,138,1.1,IA,1
1089,-21.3,2.1,5.2,32,0,3.5,2.5,100000,80000,410000,590000,464400,0.98,156,0.5,IA,1
1090,-12.8,2,4.8,32,19,4,6.5,50000,60000,550000,1700000,232200,2.56,61,0.5,IA,0
1091,-5.9,1.7,4.7,35,25,2.5,2.8,70000,60000,230000,540000,338625,0.75,92,0.6,IA,0
1092,-1.9,1.5,3.8,16,27,7.3,4.1,40000,40000,900000,1680000,196802.1948,5.03,130,0.9,IA,0
1093,-33.4,2.1,4.9,32,0,4.5,2.5,50000,30000,660000,740000,235839.4984,3.19,145,0.8,IA,1
1094,-29.8,2.2,5.9,32,0,5.8,3.1,60000,30000,1100000,1180000,318824.8163,3.92,168,0.6,IA,1
1095,-25.2,2.4,6.6,32,0,3.1,3.6,70000,50000,310000,720000,360637.0909,0.99,109,0.5,IA,1
1096,-10.9,2.1,5.2,32,0,5.6,3.2,80000,30000,1050000,1180000,408802.3579,2.85,81,0.3,IA,1
1097,-16.2,2.8,6.8,84,20,8,2.4,700000,120000,5620000,3570000,3392139.13,1.84,145,0.4,IA,0
1098,-11.7,2.9,7.1,54,13,8.5,2.3,200000,30000,4000000,2120000,969944.6467,4.67,89,0.4,IA,0
1099,-100.2,1.9,5.2,26,17,10.5,3.8,80000,30000,2950000,3260000,408344.3558,8.15,152,1,SA,0
1100,-75.9,1.4,3.8,32,0,4.3,5.6,40000,40000,610000,1600000,178890.75,3.84,104,0.7,SA,1
1101,-69.6,1.9,4.7,32,0,6.1,5.2,30000,40000,1210000,2060000,144605.2218,9.56,9,0.6,SA,1
1102,-63.2,2.6,6.3,20,20,4.3,5.1,90000,120000,380000,1000000,451934.5263,0.95,13,0.6,SA,0
1103,-52.3,4.5,11.2,88,38,9.5,3.6,890000,970000,8200000,6680000,4369981.991,2.11,148,0.3,SA,0
1104,-41.3,2.4,5.1,39,17,8.2,3.3,120000,130000,2710000,2800000,610132.2565,4.99,118,0.4,SA,0
1105,-43.9,2,4.6,32,0,4.5,2.2,30000,10000,670000,650000,148681.4229,5.06,21,1,SA,1
1106,-44.3,3.1,6.6,39,24,5,3.8,180000,100000,990000,1540000,912883.0645,1.24,143,0.7,SA,0
1107,-43.7,3.6,8.7,32,0,8.4,6.6,120000,310000,2340000,3670000,605414.5774,4.33,18,0.5,SA,1
1108,-40.1,3.7,8.3,41,25,5.6,4.9,180000,160000,1360000,2620000,878098.4471,1.7,170,0.8,SA,0
1109,-39.9,4.8,12.7,32,0,1.8,1.7,220000,230000,100000,190000,1094295.273,0.11,135,0.2,SA,1
1110,-34.1,5,12.1,120,54,13.7,5.8,1740000,1320000,23520000,24340000,8462450.097,3.09,19,0.7,IA,0
1111,-38.6,4.3,9.9,57,38,7.6,4.3,620000,340000,3420000,4280000,3009750.803,1.27,159,1.1,SA,0
1112,-38.3,3.9,9.9,55,33,8,6.7,240000,490000,3660000,7880000,1174344.828,3.48,37,0.3,SA,0
1113,-36.2,3.7,8.8,30,25,5.9,7.3,140000,110000,1120000,3440000,662531.3115,1.83,2,0.3,SA,0
1114,-33.9,5.2,12,30,31,8.1,9.6,200000,100000,2080000,5230000,980770.9442,2.33,131,0.6,SA,0
1115,-30.5,2.8,5,32,0,7.8,4.6,90000,60000,1990000,2340000,459416.1951,4.92,1,0.6,IA,1
1116,-29.9,2.7,5.9,46,25,12.4,6.9,110000,150000,7290000,13680000,548178.008,14.98,159,0.3,SA,0
1117,-34.7,4.2,8.8,41,24,13.9,6.1,940000,520000,8220000,11300000,4575616.522,2.01,101,0.7,SA,0
1118,-30.4,3.1,5.9,72,55,4,4.3,370000,320000,1230000,3350000,1759831.579,0.76,132,1.6,SA,0
1119,-27.7,3.4,5.2,45,28,5.2,4,120000,120000,1250000,2170000,583762.314,2.42,146,1,IA,0
1120,-28.9,4.6,6.5,95,39,3.5,2.5,640000,200000,1240000,1780000,3070713.068,0.44,3,0.8,IA,0
1121,-29.7,6.2,13.9,113,21,11.7,2.8,1960000,780000,16210000,8540000,9452110.405,1.9,92,0.7,SA,0
1122,-22.6,6.3,11.1,58,17,6,2.3,730000,260000,2180000,1340000,3564952.941,0.68,31,0.8,IA,0
1123,-22.5,4.8,7.9,44,28,2.1,0,130000,230000,210000,130000,625779,0.36,95,0.6,IA,1
1124,-20.7,5.6,13.3,77,20,16.2,3.5,1210000,1140000,20810000,13770000,5924583,3.96,114,0.5,SA,0
1125,-23.7,4.7,11.5,48,44,6.9,8.6,270000,480000,2350000,7210000,1333271.397,1.99,164,0.3,SA,0
1126,-14.2,3.2,8.4,32,0,11.8,6.6,210000,290000,4580000,5140000,1034608.896,5,48,0.2,IA,1
1127,-13.9,1.6,3.6,32,0,4.4,3.1,40000,40000,640000,910000,185856,3.87,142,0.6,SA,1
1128,-14,1.9,4.1,32,0,4.4,3.1,10000,10000,640000,900000,71568.42985,10.05,151,0.7,SA,1
1129,-5.9,2.7,4.3,6,11,2.1,2.7,70000,50000,30000,100000,341334,0.09,4,1,IA,0
1130,-5.9,3.9,9.7,76,59,9.5,6.2,610000,880000,7090000,8830000,2971380.224,2.68,120,0.5,SA,0
1131,-5.9,4.3,10.8,74,58,2.9,4,470000,170000,640000,1900000,2330763.677,0.31,139,0.5,SA,0
1132,3.7,3.4,8.8,32,29,7,6.1,220000,250000,1590000,3400000,1116839.264,1.63,4,0.8,IA,0
1133,25.5,1.9,4.8,49,20,5,2.7,140000,60000,1260000,1680000,690400.4854,2.06,78,0.7,IA,0
1134,-61.4,2.2,4.5,32,0,9.1,2.9,120000,40000,2730000,1760000,572915.6648,5.37,22,0.6,SA,1
1135,-49,1.9,4.4,36,11,6.1,1.6,170000,60000,1370000,1070000,864016.2,1.8,38,0.5,SA,0
1136,-34.2,3.5,7.4,67,16,6.1,1.8,370000,40000,2620000,1470000,1764911.14,1.64,152,0.3,SA,0
1137,7.2,3.4,4.9,32,0,5.2,2.3,80000,40000,880000,800000,381973.4144,2.63,126,0.8,IA,1
1138,38.2,2.4,6.2,16,7,7.5,3.7,90000,20000,960000,1280000,426489.7959,2.45,91,0.8,SA,0
1139,43.2,3.4,5.1,32,0,4.9,2.1,100000,40000,800000,670000,477015.7861,1.87,177,0.9,IA,1
1140,-74,1.7,4.3,17,10,6.6,3.3,100000,40000,780000,1090000,496961.6879,1.73,149,0.6,SA,0
1141,-48,1.7,4.1,32,0,5.9,1.9,90000,40000,1150000,740000,433980.2416,2.98,149,0.6,SA,1
1142,-58.8,2,4.2,32,0,4.7,3.4,40000,40000,740000,1060000,209894.5473,3.91,153,0.7,SA,1
1143,-63.4,3.6,4.7,37,16,7.2,2.2,340000,160000,2000000,1640000,1637419.765,1.36,164,0.6,SA,0
1144,-51,4,4.7,32,0,3.9,2.4,100000,70000,510000,610000,487139.5862,1.16,163,0.7,SA,1
1145,-45.9,2.9,7.1,56,26,10.3,5,480000,230000,6270000,7200000,2314613.235,2.98,104,0.6,SA,0
1146,-44.9,1.5,4,32,0,7.2,5.6,30000,30000,1730000,2670000,134871.1261,14.28,160,0.8,SA,1
1147,-47.5,2.4,5.9,61,48,2.1,0,50000,30000,290000,220000,221503.9787,1.41,128,0.8,SA,1
1148,-49.3,2,4.6,47,24,7.5,5.1,80000,90000,2710000,4610000,396050.8065,7.75,178,0.7,SA,0
1149,-43,4,4.4,32,0,3.5,4.3,120000,80000,410000,1010000,598831.5789,0.76,111,0.3,SA,1
1150,-41.9,2.2,5.2,69,30,4.7,4.4,140000,110000,1600000,3280000,678010.6552,2.61,164,0.6,SA,0
1151,-43.5,2.6,6.3,67,34,7.4,5.2,150000,260000,3820000,6600000,747301.0737,5.7,88,0.4,SA,0
1152,-42.9,3.9,9,60,47,11,6.4,290000,510000,7620000,11820000,1386325.658,6.08,120,0.4,SA,0
1153,-38.8,3.3,5.9,27,21,6,4,160000,140000,1020000,1660000,789155.2448,1.43,43,0.8,SA,0
1154,-47.9,6.3,6.5,76,17,7,1.9,990000,370000,3910000,2210000,4751169.231,0.91,61,0.9,SA,0
1155,-32.5,3.6,7.3,62,12,8.1,2.1,550000,80000,4180000,2360000,2729906.948,1.73,144,0.4,IA,0
1156,-35.4,5,10.9,90,28,3,1.6,490000,510000,850000,910000,2351025,0.4,147,0.4,SA,0
1157,-38.3,7.1,14.3,60,14,5.1,2.2,940000,430000,1650000,1570000,4529641.5,0.4,123,0.7,SA,0
1158,-34.7,13.3,23.1,108,12,10,1.4,5940000,630000,11320000,2900000,28497272.73,0.44,62,0.6,SA,0
1159,-32.5,4,9.1,60,41,2.1,0,110000,180000,280000,190000,538948.4211,0.57,57,0.6,SA,1
1160,-34.9,3.6,7.2,32,0,8.8,6.3,180000,370000,2570000,3690000,863979.2432,3.33,33,0.2,SA,1
1161,-34.6,5.8,6.8,80,32,3.8,2.3,730000,510000,1190000,1630000,3529440,0.38,170,0.5,SA,0
1162,-37.3,13.6,10,80,10,10,1.4,2350000,170000,8320000,2660000,11466666.67,0.81,46,0.5,SA,0
1163,-29.4,2,4.9,32,0,4.8,5.4,50000,60000,750000,1690000,255517.0388,3.35,166,0.5,SA,1
1164,-28.9,5.5,12.7,53,21,6,3,520000,280000,1980000,1840000,2546193.103,0.87,167,0.7,SA,0
1165,-24.9,3.6,8.8,29,46,2.2,2.4,640000,1120000,140000,380000,3259159.2,0.05,83,0.6,SA,0
1166,-21.5,2,4.7,32,0,20.8,9.5,190000,110000,14320000,12990000,926423.1285,17.35,138,0.4,SA,1
1167,-24.3,4.2,9.8,86,60,3.9,3,380000,380000,1340000,2590000,1852021.537,0.82,147,0.5,SA,0
